2017-04-02 17:06:36 startup archives unpack
2017-02-22 13:44:31 status half-configured linux-cloud-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:31 status unpacked linux-cloud-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:31 status half-installed linux-cloud-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:31 status half-installed linux-cloud-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:32 status unpacked linux-cloud-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:44:32 status unpacked linux-cloud-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:44:32 install linux-image-extra-3.13.0-110-generic:amd64 <none> 3.13.0-110.157
2017-02-22 13:44:32 status half-installed linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:41 status unpacked linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:41 status unpacked linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:41 upgrade linux-generic:amd64 3.13.0.109.117 3.13.0.110.118
2017-02-22 13:44:41 status half-configured linux-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status unpacked linux-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status half-installed linux-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status half-installed linux-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status unpacked linux-generic:amd64 3.13.0.110.118
2017-02-22 13:44:41 status unpacked linux-generic:amd64 3.13.0.110.118
2017-02-22 13:44:41 upgrade linux-image-generic:amd64 3.13.0.109.117 3.13.0.110.118
2017-02-22 13:44:41 status half-configured linux-image-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status unpacked linux-image-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status half-installed linux-image-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status half-installed linux-image-generic:amd64 3.13.0.109.117
2017-02-22 13:44:41 status unpacked linux-image-generic:amd64 3.13.0.110.118
2017-02-22 13:44:41 status unpacked linux-image-generic:amd64 3.13.0.110.118
2017-02-22 13:44:41 install linux-headers-3.13.0-110:all <none> 3.13.0-110.157
2017-02-22 13:44:41 status half-installed linux-headers-3.13.0-110:all 3.13.0-110.157
2017-02-22 13:44:45 status unpacked linux-headers-3.13.0-110:all 3.13.0-110.157
2017-02-22 13:44:45 status unpacked linux-headers-3.13.0-110:all 3.13.0-110.157
2017-02-22 13:44:45 install linux-headers-3.13.0-110-generic:amd64 <none> 3.13.0-110.157
2017-02-22 13:44:45 status half-installed linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:46 status unpacked linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:46 status unpacked linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:46 upgrade linux-headers-generic:amd64 3.13.0.109.117 3.13.0.110.118
2017-02-22 13:44:46 status half-configured linux-headers-generic:amd64 3.13.0.109.117
2017-02-22 13:44:46 status unpacked linux-headers-generic:amd64 3.13.0.109.117
2017-02-22 13:44:46 status half-installed linux-headers-generic:amd64 3.13.0.109.117
2017-02-22 13:44:46 status half-installed linux-headers-generic:amd64 3.13.0.109.117
2017-02-22 13:44:46 status unpacked linux-headers-generic:amd64 3.13.0.110.118
2017-02-22 13:44:46 status unpacked linux-headers-generic:amd64 3.13.0.110.118
2017-02-22 13:44:46 upgrade linux-libc-dev:amd64 3.13.0-109.156 3.13.0-110.157
2017-02-22 13:44:46 status half-configured linux-libc-dev:amd64 3.13.0-109.156
2017-02-22 13:44:46 status unpacked linux-libc-dev:amd64 3.13.0-109.156
2017-02-22 13:44:46 status half-installed linux-libc-dev:amd64 3.13.0-109.156
2017-02-22 13:44:46 status half-installed linux-libc-dev:amd64 3.13.0-109.156
2017-02-22 13:44:46 status unpacked linux-libc-dev:amd64 3.13.0-110.157
2017-02-22 13:44:46 status unpacked linux-libc-dev:amd64 3.13.0-110.157
2017-02-22 13:44:46 upgrade linux-tools-common:all 3.13.0-109.156 3.13.0-110.157
2017-02-22 13:44:46 status half-configured linux-tools-common:all 3.13.0-109.156
2017-02-22 13:44:46 status unpacked linux-tools-common:all 3.13.0-109.156
2017-02-22 13:44:46 status half-installed linux-tools-common:all 3.13.0-109.156
2017-02-22 13:44:47 status half-installed linux-tools-common:all 3.13.0-109.156
2017-02-22 13:44:47 status unpacked linux-tools-common:all 3.13.0-110.157
2017-02-22 13:44:47 status unpacked linux-tools-common:all 3.13.0-110.157
2017-02-22 13:44:47 install linux-tools-3.13.0-110:amd64 <none> 3.13.0-110.157
2017-02-22 13:44:47 status half-installed linux-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:44:47 status unpacked linux-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:44:47 status unpacked linux-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:44:47 install linux-tools-3.13.0-110-generic:amd64 <none> 3.13.0-110.157
2017-02-22 13:44:47 status half-installed linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:47 status unpacked linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:47 status unpacked linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:47 upgrade linux-tools-generic:amd64 3.13.0.109.117 3.13.0.110.118
2017-02-22 13:44:47 status half-configured linux-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:47 status unpacked linux-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:47 status half-installed linux-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:47 status half-installed linux-tools-generic:amd64 3.13.0.109.117
2017-02-22 13:44:47 status unpacked linux-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:44:47 status unpacked linux-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:44:47 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2017-02-22 13:44:47 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2017-02-22 13:44:47 status installed man-db:amd64 2.6.7.1-1ubuntu1
2017-02-22 13:44:47 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-02-22 13:44:47 status half-configured ureadahead:amd64 0.100.0-16
2017-02-22 13:44:47 status installed ureadahead:amd64 0.100.0-16
2017-02-22 13:44:47 startup packages configure
2017-02-22 13:44:47 configure linux-image-3.13.0-110-generic:amd64 3.13.0-110.157 <none>
2017-02-22 13:44:47 status unpacked linux-image-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:44:47 status half-configured linux-image-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:00 status installed linux-image-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:00 configure tcpdump:amd64 4.9.0-1ubuntu1~ubuntu14.04.1 <none>
2017-02-22 13:45:00 status unpacked tcpdump:amd64 4.9.0-1ubuntu1~ubuntu14.04.1
2017-02-22 13:45:00 status unpacked tcpdump:amd64 4.9.0-1ubuntu1~ubuntu14.04.1
2017-02-22 13:45:00 status half-configured tcpdump:amd64 4.9.0-1ubuntu1~ubuntu14.04.1
2017-02-22 13:45:00 status installed tcpdump:amd64 4.9.0-1ubuntu1~ubuntu14.04.1
2017-02-22 13:45:00 configure linux-cloud-tools-common:all 3.13.0-110.157 <none>
2017-02-22 13:45:00 status unpacked linux-cloud-tools-common:all 3.13.0-110.157
2017-02-22 13:45:00 status unpacked linux-cloud-tools-common:all 3.13.0-110.157
2017-02-22 13:45:00 status unpacked linux-cloud-tools-common:all 3.13.0-110.157
2017-02-22 13:45:00 status unpacked linux-cloud-tools-common:all 3.13.0-110.157
2017-02-22 13:45:00 status half-configured linux-cloud-tools-common:all 3.13.0-110.157
2017-02-22 13:45:00 status installed linux-cloud-tools-common:all 3.13.0-110.157
2017-02-22 13:45:00 configure linux-cloud-tools-3.13.0-110:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:00 status unpacked linux-cloud-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:45:00 status half-configured linux-cloud-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:45:00 status installed linux-cloud-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:45:00 configure linux-cloud-tools-3.13.0-110-generic:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:00 status unpacked linux-cloud-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:00 status half-configured linux-cloud-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:00 status installed linux-cloud-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:00 configure linux-cloud-tools-generic:amd64 3.13.0.110.118 <none>
2017-02-22 13:45:00 status unpacked linux-cloud-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:45:00 status half-configured linux-cloud-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:45:00 status installed linux-cloud-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:45:00 configure linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:00 status unpacked linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:00 status half-configured linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-image-extra-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 configure linux-image-generic:amd64 3.13.0.110.118 <none>
2017-02-22 13:45:12 status unpacked linux-image-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status half-configured linux-image-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status installed linux-image-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 configure linux-headers-3.13.0-110:all 3.13.0-110.157 <none>
2017-02-22 13:45:12 status unpacked linux-headers-3.13.0-110:all 3.13.0-110.157
2017-02-22 13:45:12 status half-configured linux-headers-3.13.0-110:all 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-headers-3.13.0-110:all 3.13.0-110.157
2017-02-22 13:45:12 configure linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:12 status unpacked linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 status half-configured linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-headers-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 configure linux-headers-generic:amd64 3.13.0.110.118 <none>
2017-02-22 13:45:12 status unpacked linux-headers-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status half-configured linux-headers-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status installed linux-headers-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 configure linux-generic:amd64 3.13.0.110.118 <none>
2017-02-22 13:45:12 status unpacked linux-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status half-configured linux-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status installed linux-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 configure linux-libc-dev:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:12 status unpacked linux-libc-dev:amd64 3.13.0-110.157
2017-02-22 13:45:12 status half-configured linux-libc-dev:amd64 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-libc-dev:amd64 3.13.0-110.157
2017-02-22 13:45:12 configure linux-tools-common:all 3.13.0-110.157 <none>
2017-02-22 13:45:12 status unpacked linux-tools-common:all 3.13.0-110.157
2017-02-22 13:45:12 status half-configured linux-tools-common:all 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-tools-common:all 3.13.0-110.157
2017-02-22 13:45:12 configure linux-tools-3.13.0-110:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:12 status unpacked linux-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:45:12 status half-configured linux-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-tools-3.13.0-110:amd64 3.13.0-110.157
2017-02-22 13:45:12 configure linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157 <none>
2017-02-22 13:45:12 status unpacked linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 status half-configured linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 status installed linux-tools-3.13.0-110-generic:amd64 3.13.0-110.157
2017-02-22 13:45:12 configure linux-tools-generic:amd64 3.13.0.110.118 <none>
2017-02-22 13:45:12 status unpacked linux-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status half-configured linux-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:45:12 status installed linux-tools-generic:amd64 3.13.0.110.118
2017-02-22 13:45:22 startup packages remove
2017-02-22 13:45:22 status installed linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:22 remove linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:22 status half-configured linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:22 status half-installed linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:23 status config-files linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:23 status config-files linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:23 status config-files linux-cloud-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:23 status not-installed linux-cloud-tools-3.13.0-109-generic:amd64 <none>
2017-02-22 13:45:23 status installed linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:23 remove linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:23 status half-configured linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:23 status half-installed linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:23 status config-files linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:23 status config-files linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:23 status config-files linux-cloud-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:23 status not-installed linux-cloud-tools-3.13.0-109:amd64 <none>
2017-02-22 13:45:23 status installed linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:23 remove linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:23 status half-configured linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:23 status half-installed linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:24 status config-files linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:24 status config-files linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:24 status config-files linux-headers-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:24 status not-installed linux-headers-3.13.0-109-generic:amd64 <none>
2017-02-22 13:45:24 status installed linux-headers-3.13.0-109:all 3.13.0-109.156
2017-02-22 13:45:24 remove linux-headers-3.13.0-109:all 3.13.0-109.156 <none>
2017-02-22 13:45:24 status half-configured linux-headers-3.13.0-109:all 3.13.0-109.156
2017-02-22 13:45:24 status half-installed linux-headers-3.13.0-109:all 3.13.0-109.156
2017-02-22 13:45:25 status config-files linux-headers-3.13.0-109:all 3.13.0-109.156
2017-02-22 13:45:25 status config-files linux-headers-3.13.0-109:all 3.13.0-109.156
2017-02-22 13:45:25 status config-files linux-headers-3.13.0-109:all 3.13.0-109.156
2017-02-22 13:45:25 status not-installed linux-headers-3.13.0-109:all <none>
2017-02-22 13:45:25 status installed linux-image-extra-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:25 remove linux-image-extra-3.13.0-109-generic:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:25 status half-configured linux-image-extra-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:25 status half-installed linux-image-extra-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:31 status config-files linux-image-extra-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:31 status config-files linux-image-extra-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:31 status installed linux-image-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:31 remove linux-image-3.13.0-109-generic:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:31 status half-configured linux-image-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:31 status half-installed linux-image-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-image-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-image-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status installed linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 remove linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:32 status half-configured linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status half-installed linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-tools-3.13.0-109-generic:amd64 3.13.0-109.156
2017-02-22 13:45:32 status not-installed linux-tools-3.13.0-109-generic:amd64 <none>
2017-02-22 13:45:32 status installed linux-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:32 remove linux-tools-3.13.0-109:amd64 3.13.0-109.156 <none>
2017-02-22 13:45:32 status half-configured linux-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:32 status half-installed linux-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:32 status config-files linux-tools-3.13.0-109:amd64 3.13.0-109.156
2017-02-22 13:45:32 status not-installed linux-tools-3.13.0-109:amd64 <none>
2017-02-27 14:50:27 startup archives unpack
2017-02-27 14:50:27 upgrade libtiff5:amd64 4.0.3-7ubuntu0.4 4.0.3-7ubuntu0.6
2017-02-27 14:50:27 status half-configured libtiff5:amd64 4.0.3-7ubuntu0.4
2017-02-27 14:50:27 status unpacked libtiff5:amd64 4.0.3-7ubuntu0.4
2017-02-27 14:50:27 status half-installed libtiff5:amd64 4.0.3-7ubuntu0.4
2017-02-27 14:50:27 status half-installed libtiff5:amd64 4.0.3-7ubuntu0.4
2017-02-27 14:50:27 status unpacked libtiff5:amd64 4.0.3-7ubuntu0.6
2017-02-27 14:50:27 status unpacked libtiff5:amd64 4.0.3-7ubuntu0.6
2017-02-27 14:50:27 startup packages configure
2017-02-27 14:50:27 configure libtiff5:amd64 4.0.3-7ubuntu0.6 <none>
2017-02-27 14:50:27 status unpacked libtiff5:amd64 4.0.3-7ubuntu0.6
2017-02-27 14:50:27 status half-configured libtiff5:amd64 4.0.3-7ubuntu0.6
2017-02-27 14:50:27 status installed libtiff5:amd64 4.0.3-7ubuntu0.6
2017-02-27 14:50:27 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.9
2017-02-27 14:50:27 trigproc libc-bin:amd64 2.19-0ubuntu6.9 <none>
2017-02-27 14:50:27 status half-configured libc-bin:amd64 2.19-0ubuntu6.9
2017-02-27 14:50:27 status installed libc-bin:amd64 2.19-0ubuntu6.9
2017-02-28 17:19:16 startup archives unpack
2017-02-28 17:19:17 upgrade libcupsimage2:amd64 1.7.2-0ubuntu1.7 1.7.2-0ubuntu1.8
2017-02-28 17:19:17 status half-configured libcupsimage2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status unpacked libcupsimage2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status half-installed libcupsimage2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status half-installed libcupsimage2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status unpacked libcupsimage2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:17 status unpacked libcupsimage2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:17 upgrade libcups2:amd64 1.7.2-0ubuntu1.7 1.7.2-0ubuntu1.8
2017-02-28 17:19:17 status half-configured libcups2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status unpacked libcups2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status half-installed libcups2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status half-installed libcups2:amd64 1.7.2-0ubuntu1.7
2017-02-28 17:19:17 status unpacked libcups2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:17 status unpacked libcups2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:17 upgrade libgd3:amd64 2.1.0-3ubuntu0.5 2.1.0-3ubuntu0.6
2017-02-28 17:19:17 status half-configured libgd3:amd64 2.1.0-3ubuntu0.5
2017-02-28 17:19:17 status unpacked libgd3:amd64 2.1.0-3ubuntu0.5
2017-02-28 17:19:17 status half-installed libgd3:amd64 2.1.0-3ubuntu0.5
2017-02-28 17:19:17 status half-installed libgd3:amd64 2.1.0-3ubuntu0.5
2017-02-28 17:19:17 status unpacked libgd3:amd64 2.1.0-3ubuntu0.6
2017-02-28 17:19:17 status unpacked libgd3:amd64 2.1.0-3ubuntu0.6
2017-02-28 17:19:17 upgrade do-agent:amd64 0.4.6 0.4.7
2017-02-28 17:19:17 status half-configured do-agent:amd64 0.4.6
2017-02-28 17:19:17 status unpacked do-agent:amd64 0.4.6
2017-02-28 17:19:17 status half-installed do-agent:amd64 0.4.6
2017-02-28 17:19:17 status triggers-pending ureadahead:amd64 0.100.0-16
2017-02-28 17:19:17 status half-installed do-agent:amd64 0.4.6
2017-02-28 17:19:18 status half-installed do-agent:amd64 0.4.6
2017-02-28 17:19:18 status unpacked do-agent:amd64 0.4.7
2017-02-28 17:19:18 status unpacked do-agent:amd64 0.4.7
2017-02-28 17:19:18 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-02-28 17:19:18 status half-configured ureadahead:amd64 0.100.0-16
2017-02-28 17:19:18 status installed ureadahead:amd64 0.100.0-16
2017-02-28 17:19:18 startup packages configure
2017-02-28 17:19:18 configure libcups2:amd64 1.7.2-0ubuntu1.8 <none>
2017-02-28 17:19:18 status unpacked libcups2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:18 status half-configured libcups2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:18 status installed libcups2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:18 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.9
2017-02-28 17:19:18 configure libcupsimage2:amd64 1.7.2-0ubuntu1.8 <none>
2017-02-28 17:19:18 status unpacked libcupsimage2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:18 status half-configured libcupsimage2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:18 status installed libcupsimage2:amd64 1.7.2-0ubuntu1.8
2017-02-28 17:19:18 configure libgd3:amd64 2.1.0-3ubuntu0.6 <none>
2017-02-28 17:19:18 status unpacked libgd3:amd64 2.1.0-3ubuntu0.6
2017-02-28 17:19:18 status half-configured libgd3:amd64 2.1.0-3ubuntu0.6
2017-02-28 17:19:18 status installed libgd3:amd64 2.1.0-3ubuntu0.6
2017-02-28 17:19:18 configure do-agent:amd64 0.4.7 <none>
2017-02-28 17:19:18 status unpacked do-agent:amd64 0.4.7
2017-02-28 17:19:18 status unpacked do-agent:amd64 0.4.7
2017-02-28 17:19:18 status half-configured do-agent:amd64 0.4.7
2017-02-28 17:19:18 status installed do-agent:amd64 0.4.7
2017-02-28 17:19:18 trigproc libc-bin:amd64 2.19-0ubuntu6.9 <none>
2017-02-28 17:19:18 status half-configured libc-bin:amd64 2.19-0ubuntu6.9
2017-02-28 17:19:18 status installed libc-bin:amd64 2.19-0ubuntu6.9
2017-01-05 12:41:35 startup archives unpack
2017-01-05 12:41:36 upgrade libnss3-nssdb:all 2:3.23-0ubuntu0.14.04.1 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status half-configured libnss3-nssdb:all 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status unpacked libnss3-nssdb:all 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status half-installed libnss3-nssdb:all 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status half-installed libnss3-nssdb:all 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status unpacked libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status unpacked libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 upgrade libnss3:amd64 2:3.23-0ubuntu0.14.04.1 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status half-configured libnss3:amd64 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status unpacked libnss3:amd64 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status half-installed libnss3:amd64 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status half-installed libnss3:amd64 2:3.23-0ubuntu0.14.04.1
2017-01-05 12:41:36 status unpacked libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status unpacked libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 startup packages configure
2017-01-05 12:41:36 configure libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3 <none>
2017-01-05 12:41:36 status unpacked libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status half-configured libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status installed libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 configure libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3 <none>
2017-01-05 12:41:36 status unpacked libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status half-configured libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status installed libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-01-05 12:41:36 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.9
2017-01-05 12:41:36 trigproc libc-bin:amd64 2.19-0ubuntu6.9 <none>
2017-01-05 12:41:36 status half-configured libc-bin:amd64 2.19-0ubuntu6.9
2017-01-05 12:41:36 status installed libc-bin:amd64 2.19-0ubuntu6.9
2017-01-12 09:02:35 startup archives unpack
2017-01-12 09:02:35 install linux-image-3.13.0-107-generic:amd64 <none> 3.13.0-107.154
2017-01-12 09:02:35 status half-installed linux-image-3.13.0-107-generic:amd64 3.13.0-107.154
2017-01-12 09:02:39 status unpacked linux-image-3.13.0-107-generic:amd64 3.13.0-107.154
2017-01-12 09:02:39 status unpacked linux-image-3.13.0-107-generic:amd64 3.13.0-107.154
2017-01-12 09:02:39 upgrade dnsutils:amd64 1:9.9.5.dfsg-3ubuntu0.10 1:9.9.5.dfsg-3ubuntu0.11
