2017-04-02 17:06:36 startup archives unpack
2017-04-24 14:37:55 install linux-headers-3.13.0-117-generic:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:55 status half-installed linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:56 status unpacked linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:56 status unpacked linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:56 upgrade linux-headers-generic:amd64 3.13.0.116.126 3.13.0.117.127
2017-04-24 14:37:56 status half-configured linux-headers-generic:amd64 3.13.0.116.126
2017-04-24 14:37:56 status unpacked linux-headers-generic:amd64 3.13.0.116.126
2017-04-24 14:37:56 status half-installed linux-headers-generic:amd64 3.13.0.116.126
2017-04-24 14:37:56 status half-installed linux-headers-generic:amd64 3.13.0.116.126
2017-04-24 14:37:56 status unpacked linux-headers-generic:amd64 3.13.0.117.127
2017-04-24 14:37:56 status unpacked linux-headers-generic:amd64 3.13.0.117.127
2017-04-24 14:37:56 upgrade linux-libc-dev:amd64 3.13.0-116.163 3.13.0-117.164
2017-04-24 14:37:56 status half-configured linux-libc-dev:amd64 3.13.0-116.163
2017-04-24 14:37:56 status unpacked linux-libc-dev:amd64 3.13.0-116.163
2017-04-24 14:37:56 status half-installed linux-libc-dev:amd64 3.13.0-116.163
2017-04-24 14:37:57 status half-installed linux-libc-dev:amd64 3.13.0-116.163
2017-04-24 14:37:57 status unpacked linux-libc-dev:amd64 3.13.0-117.164
2017-04-24 14:37:57 status unpacked linux-libc-dev:amd64 3.13.0-117.164
2017-04-24 14:37:57 upgrade linux-tools-common:all 3.13.0-116.163 3.13.0-117.164
2017-04-24 14:37:57 status half-configured linux-tools-common:all 3.13.0-116.163
2017-04-24 14:37:57 status unpacked linux-tools-common:all 3.13.0-116.163
2017-04-24 14:37:57 status half-installed linux-tools-common:all 3.13.0-116.163
2017-04-24 14:37:57 status half-installed linux-tools-common:all 3.13.0-116.163
2017-04-24 14:37:57 status unpacked linux-tools-common:all 3.13.0-117.164
2017-04-24 14:37:57 status unpacked linux-tools-common:all 3.13.0-117.164
2017-04-24 14:37:57 install linux-tools-3.13.0-117:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:57 status half-installed linux-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:37:57 status unpacked linux-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:37:57 status unpacked linux-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:37:57 install linux-tools-3.13.0-117-generic:amd64 <none> 3.13.0-117.164
2017-04-24 14:37:57 status half-installed linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:57 status unpacked linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:57 status unpacked linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:57 upgrade linux-tools-generic:amd64 3.13.0.116.126 3.13.0.117.127
2017-04-24 14:37:57 status half-configured linux-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:57 status unpacked linux-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:57 status half-installed linux-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:57 status half-installed linux-tools-generic:amd64 3.13.0.116.126
2017-04-24 14:37:57 status unpacked linux-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:37:57 status unpacked linux-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:37:57 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-04-24 14:37:57 status half-configured ureadahead:amd64 0.100.0-16
2017-04-24 14:37:57 status installed ureadahead:amd64 0.100.0-16
2017-04-24 14:37:57 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2017-04-24 14:37:57 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2017-04-24 14:37:58 status installed man-db:amd64 2.6.7.1-1ubuntu1
2017-04-24 14:37:58 startup packages configure
2017-04-24 14:37:58 configure linux-image-3.13.0-117-generic:amd64 3.13.0-117.164 <none>
2017-04-24 14:37:58 status unpacked linux-image-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:37:58 status half-configured linux-image-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:11 status installed linux-image-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:11 configure linux-cloud-tools-common:all 3.13.0-117.164 <none>
2017-04-24 14:38:11 status unpacked linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:38:11 status unpacked linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:38:11 status unpacked linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:38:11 status unpacked linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:38:11 status half-configured linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:38:11 status installed linux-cloud-tools-common:all 3.13.0-117.164
2017-04-24 14:38:11 configure linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:11 status unpacked linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:38:11 status half-configured linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:38:11 status installed linux-cloud-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:38:11 configure linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:11 status unpacked linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:11 status half-configured linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:11 status installed linux-cloud-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:11 configure linux-cloud-tools-generic:amd64 3.13.0.117.127 <none>
2017-04-24 14:38:11 status unpacked linux-cloud-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:38:11 status half-configured linux-cloud-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:38:11 status installed linux-cloud-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:38:11 configure linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:11 status unpacked linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:11 status half-configured linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-image-extra-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 configure linux-image-generic:amd64 3.13.0.117.127 <none>
2017-04-24 14:38:23 status unpacked linux-image-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status half-configured linux-image-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status installed linux-image-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 configure linux-headers-3.13.0-117:all 3.13.0-117.164 <none>
2017-04-24 14:38:23 status unpacked linux-headers-3.13.0-117:all 3.13.0-117.164
2017-04-24 14:38:23 status half-configured linux-headers-3.13.0-117:all 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-headers-3.13.0-117:all 3.13.0-117.164
2017-04-24 14:38:23 configure linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:23 status unpacked linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 status half-configured linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-headers-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 configure linux-headers-generic:amd64 3.13.0.117.127 <none>
2017-04-24 14:38:23 status unpacked linux-headers-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status half-configured linux-headers-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status installed linux-headers-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 configure linux-generic:amd64 3.13.0.117.127 <none>
2017-04-24 14:38:23 status unpacked linux-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status half-configured linux-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status installed linux-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 configure linux-libc-dev:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:23 status unpacked linux-libc-dev:amd64 3.13.0-117.164
2017-04-24 14:38:23 status half-configured linux-libc-dev:amd64 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-libc-dev:amd64 3.13.0-117.164
2017-04-24 14:38:23 configure linux-tools-common:all 3.13.0-117.164 <none>
2017-04-24 14:38:23 status unpacked linux-tools-common:all 3.13.0-117.164
2017-04-24 14:38:23 status half-configured linux-tools-common:all 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-tools-common:all 3.13.0-117.164
2017-04-24 14:38:23 configure linux-tools-3.13.0-117:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:23 status unpacked linux-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:38:23 status half-configured linux-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-tools-3.13.0-117:amd64 3.13.0-117.164
2017-04-24 14:38:23 configure linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164 <none>
2017-04-24 14:38:23 status unpacked linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 status half-configured linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 status installed linux-tools-3.13.0-117-generic:amd64 3.13.0-117.164
2017-04-24 14:38:23 configure linux-tools-generic:amd64 3.13.0.117.127 <none>
2017-04-24 14:38:23 status unpacked linux-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status half-configured linux-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:38:23 status installed linux-tools-generic:amd64 3.13.0.117.127
2017-04-24 14:38:25 startup packages remove
2017-04-24 14:38:25 status installed linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 remove linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:26 status half-configured linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 status half-installed linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 status config-files linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 status config-files linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 status config-files linux-cloud-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 status not-installed linux-cloud-tools-3.13.0-116-generic:amd64 <none>
2017-04-24 14:38:26 status installed linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:26 remove linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:26 status half-configured linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:26 status half-installed linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:26 status config-files linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:26 status config-files linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:26 status config-files linux-cloud-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:26 status not-installed linux-cloud-tools-3.13.0-116:amd64 <none>
2017-04-24 14:38:26 status installed linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 remove linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:26 status half-configured linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:26 status half-installed linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:27 status config-files linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:27 status config-files linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:27 status config-files linux-headers-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:27 status not-installed linux-headers-3.13.0-116-generic:amd64 <none>
2017-04-24 14:38:27 status installed linux-headers-3.13.0-116:all 3.13.0-116.163
2017-04-24 14:38:27 remove linux-headers-3.13.0-116:all 3.13.0-116.163 <none>
2017-04-24 14:38:27 status half-configured linux-headers-3.13.0-116:all 3.13.0-116.163
2017-04-24 14:38:27 status half-installed linux-headers-3.13.0-116:all 3.13.0-116.163
2017-04-24 14:38:29 status config-files linux-headers-3.13.0-116:all 3.13.0-116.163
2017-04-24 14:38:29 status config-files linux-headers-3.13.0-116:all 3.13.0-116.163
2017-04-24 14:38:29 status config-files linux-headers-3.13.0-116:all 3.13.0-116.163
2017-04-24 14:38:29 status not-installed linux-headers-3.13.0-116:all <none>
2017-04-24 14:38:29 status installed linux-image-extra-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:29 remove linux-image-extra-3.13.0-116-generic:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:29 status half-configured linux-image-extra-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:29 status half-installed linux-image-extra-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:35 status config-files linux-image-extra-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:35 status config-files linux-image-extra-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:35 status installed linux-image-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:35 remove linux-image-3.13.0-116-generic:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:35 status half-configured linux-image-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:35 status half-installed linux-image-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-image-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-image-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status installed linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 remove linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:36 status half-configured linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status half-installed linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-tools-3.13.0-116-generic:amd64 3.13.0-116.163
2017-04-24 14:38:36 status not-installed linux-tools-3.13.0-116-generic:amd64 <none>
2017-04-24 14:38:36 status installed linux-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:36 remove linux-tools-3.13.0-116:amd64 3.13.0-116.163 <none>
2017-04-24 14:38:36 status half-configured linux-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:36 status half-installed linux-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:36 status config-files linux-tools-3.13.0-116:amd64 3.13.0-116.163
2017-04-24 14:38:36 status not-installed linux-tools-3.13.0-116:amd64 <none>
2017-04-27 14:13:17 startup archives unpack
2017-04-27 14:13:18 upgrade mysql-common:all 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-configured mysql-common:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked mysql-common:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed mysql-common:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed mysql-common:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 upgrade libmysqlclient18:amd64 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-configured libmysqlclient18:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libmysqlclient18:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed libmysqlclient18:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed libmysqlclient18:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libmysqlclient18:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libmysqlclient18:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 upgrade libnspr4:amd64 2:4.12-0ubuntu0.14.04.1 2:4.13.1-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-configured libnspr4:amd64 2:4.12-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libnspr4:amd64 2:4.12-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed libnspr4:amd64 2:4.12-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed libnspr4:amd64 2:4.12-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libnspr4:amd64 2:4.13.1-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libnspr4:amd64 2:4.13.1-0ubuntu0.14.04.1
2017-04-27 14:13:18 upgrade libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-configured libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status unpacked libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status half-installed libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status half-installed libnss3-nssdb:all 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status unpacked libnss3-nssdb:all 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libnss3-nssdb:all 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:18 upgrade libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-configured libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status unpacked libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status half-installed libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status half-installed libnss3:amd64 2:3.26.2-0ubuntu0.14.04.3
2017-04-27 14:13:18 status unpacked libnss3:amd64 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked libnss3:amd64 2:3.28.4-0ubuntu0.14.04.1
2017-04-27 14:13:18 upgrade mysql-server:all 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-configured mysql-server:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status unpacked mysql-server:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:18 status half-installed mysql-server:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:19 status half-installed mysql-server:all 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:19 status unpacked mysql-server:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 status unpacked mysql-server:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 startup packages configure
2017-04-27 14:13:19 configure mysql-common:all 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:19 status unpacked mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 status unpacked mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 status unpacked mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 status half-configured mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 status installed mysql-common:all 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 startup archives unpack
2017-04-27 14:13:19 upgrade mysql-server-5.5:amd64 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:19 status half-configured mysql-server-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:21 status unpacked mysql-server-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:21 status half-installed mysql-server-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:21 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-27 14:13:21 status half-installed mysql-server-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:21 status triggers-pending ureadahead:amd64 0.100.0-16
2017-04-27 14:13:21 status triggers-pending man-db:amd64 2.6.7.1-1ubuntu1
2017-04-27 14:13:22 status half-installed mysql-server-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:22 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:22 upgrade mysql-client-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:22 status half-configured mysql-client-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status unpacked mysql-client-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status half-installed mysql-client-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status half-installed mysql-client-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status unpacked mysql-client-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:22 status unpacked mysql-client-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:22 upgrade mysql-client-5.5:amd64 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:22 status half-configured mysql-client-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status unpacked mysql-client-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:22 status half-installed mysql-client-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:23 status half-installed mysql-client-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:23 status unpacked mysql-client-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:23 status unpacked mysql-client-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:23 upgrade mysql-server-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:23 status half-configured mysql-server-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:23 status unpacked mysql-server-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:23 status half-installed mysql-server-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:23 status half-installed mysql-server-core-5.5:amd64 5.5.54-0ubuntu0.14.04.1
2017-04-27 14:13:23 status unpacked mysql-server-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:23 status unpacked mysql-server-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:23 trigproc ureadahead:amd64 0.100.0-16 0.100.0-16
2017-04-27 14:13:23 status half-configured ureadahead:amd64 0.100.0-16
2017-04-27 14:13:23 status installed ureadahead:amd64 0.100.0-16
2017-04-27 14:13:23 trigproc man-db:amd64 2.6.7.1-1ubuntu1 2.6.7.1-1ubuntu1
2017-04-27 14:13:23 status half-configured man-db:amd64 2.6.7.1-1ubuntu1
2017-04-27 14:13:24 status installed man-db:amd64 2.6.7.1-1ubuntu1
2017-04-27 14:13:24 startup packages configure
2017-04-27 14:13:24 configure libmysqlclient18:amd64 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:24 status unpacked libmysqlclient18:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status half-configured libmysqlclient18:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status installed libmysqlclient18:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status triggers-pending libc-bin:amd64 2.19-0ubuntu6.11
2017-04-27 14:13:24 configure libnspr4:amd64 2:4.13.1-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:24 status unpacked libnspr4:amd64 2:4.13.1-0ubuntu0.14.04.1
2017-04-27 14:13:24 status half-configured libnspr4:amd64 2:4.13.1-0ubuntu0.14.04.1
2017-04-27 14:13:24 status installed libnspr4:amd64 2:4.13.1-0ubuntu0.14.04.1
2017-04-27 14:13:24 configure mysql-client-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:24 status unpacked mysql-client-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status half-configured mysql-client-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status installed mysql-client-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 configure mysql-client-5.5:amd64 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:24 status unpacked mysql-client-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status half-configured mysql-client-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status installed mysql-client-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 configure mysql-server-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:24 status unpacked mysql-server-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status half-configured mysql-server-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status installed mysql-server-core-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 configure mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1 <none>
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
2017-04-27 14:13:24 status unpacked mysql-server-5.5:amd64 5.5.55-0ubuntu0.14.04.1
